Timestamp,Time (ms)
1683987725313,101.0
1683987725513,66.7
1683987725713,99.8
1683987725913,139.0
1683987726113,99.5
1683987726313,59.8
1683987726513,99.5
1683987726713,59.3
1683987726913,98.7
1683987727113,139.0
1683987727313,98.0
1683987727513,143.0
1683987727713,56.3
1683987727913,56.0
1683987728113,96.6
1683987728313,67.6
1683987728513,67.2
1683987728713,58.0
1683987728913,65.5
1683987729113,57.3
1683987729313,65.5
1683987729513,77.2
1683987729713,58.5
1683987729913,52.3
1683987730113,47.2
1683987730313,46.5
1683987730513,77.6
1683987730713,55.4
1683987730913,68.9
1683987731113,74.4
1683987731313,68.2
1683987731513,67.9
1683987731713,66.3
1683987731913,65.7
1683987732113,68.9
1683987732313,65.9
1683987732513,64.4
1683987732713,64.2
1683987732913,63.3
1683987733113,62.8
1683987733313,65.4
1683987733513,66.8
1683987733713,61.3
1683987733913,67.8
1683987734113,60.9
1683987734313,60.5
1683987734513,54.2
1683987734713,58.4
1683987734913,89.7
1683987735113,57.9
1683987735313,56.7
1683987735513,55.9
1683987735713,75.8
1683987735913,74.5
1683987736113,79.6
1683987736313,74.2
1683987736513,73.4
1683987736713,72.2
1683987736913,76.3
1683987737113,71.7
1683987737313,70.9
1683987737513,70.3
1683987737713,69.4
1683987737913,69.3
1683987738113,68.1
1683987738313,67.3
1683987738513,66.7
1683987738713,65.4
1683987738913,69.5
1683987739113,63.8
1683987739313,63.5
1683987739513,71.8
1683987739713,60.9
1683987739913,65.9
1683987740113,65.2
1683987740313,71.6
1683987740513,86.5
1683987740713,73.6
1683987740913,65.7
1683987741113,62.4
1683987741313,57.0
1683987741513,51.2
1683987741713,45.4
1683987741913,59.4
1683987742113,68.2
1683987742313,47.3
1683987742513,51.2
1683987742713,60.2
1683987742913,58.4
1683987743113,58.3
1683987743313,67.7
1683987743513,74.2
1683987743713,125.0
1683987743913,54.4
1683987744113,58.9
1683987744313,63.2
1683987744513,67.2
1683987744713,68.7
1683987744913,71.1
1683987745113,59.7
1683987745313,109.0
1683987745513,61.3
1683987745713,83.3
1683987745913,92.3
1683987746113,56.3
1683987746313,75.3
1683987746513,54.4
1683987746713,73.3
1683987746913,74.4
1683987747113,70.3
1683987747313,77.1
1683987747513,68.7
1683987747713,71.0
1683987747913,160.0
1683987748113,54.2
1683987748313,239.0
1683987748513,866.0
1683987748713,659.0
1683987748913,451.0
1683987749113,243.0
1683987749313,56.0
1683987749513,105.0
1683987749713,44.5
1683987749913,48.3
1683987750113,67.3
1683987750313,91.4
1683987750513,64.4
1683987750713,147.0
1683987750913,48.4
1683987751113,55.0
1683987751313,50.3
1683987751513,50.2
1683987751713,200.0
1683987751913,65.3
1683987752113,119.0
1683987752313,79.3
1683987752513,358.0
1683987752713,150.0
1683987752913,109.0
1683987753113,396.0
1683987753313,196.0
1683987753513,259.0
1683987753713,336.0
1683987753913,135.0
1683987754113,52.3
1683987754313,60.8
1683988156519,130.0
1683988156719,67.8
1683988156919,122.0
1683988157119,67.8
1683988157319,112.0
1683988157519,77.0
1683988157719,121.0
1683988157919,66.3
1683988158119,127.0
1683988158319,65.3
1683988158519,104.0
1683988158719,66.9
1683988158919,107.0
1683988159119,62.6
1683988159319,112.0
1683988159519,41.8
1683988159719,101.0
1683988159919,60.1
1683988160119,116.0
1683988160319,60.3
1683988160519,128.0
1683988160719,58.2
1683988160919,111.0
1683988161119,58.9
1683988161319,141.0
1683988161519,72.5
1683988161719,110.0
1683988161919,70.5
1683988162119,124.0
1683988162319,54.2
1683988162519,118.0
1683988162719,52.4
1683988162919,101.0
1683988163119,60.9
1683988163319,106.0
1683988163519,65.3
1683988163719,118.0
1683988163919,66.2
1683988164119,116.0
1683988164319,62.2
1683988164519,114.0
1683988164719,59.8
1683988164919,104.0
1683988165119,58.9
1683988165319,254.0
1683988165519,254.0
1683988165719,52.5
1683988165919,79.0
1683988166119,62.1
1683988166319,97.3
1683988166519,46.8
1683988166719,103.0
1683988166919,45.4
1683988167119,104.0
1683988167319,143.0
1683988167519,88.2
1683988167719,62.3
1683988167919,109.0
1683988168119,40.6
1683988168319,95.4
1683988168519,145.0
1683988168719,89.1
1683988168919,141.0
1683988169119,86.6
1683988169319,159.0
1683988169519,61.0
1683988169719,49.4
1683988169919,89.2
1683988170119,127.0
1683988170319,71.7
1683988170519,126.0
1683988170719,70.3
1683988170919,45.0
1683988171119,69.4
1683988171319,48.3
1683988171519,87.0
1683988171719,117.0
1683988171919,41.5
1683988172119,105.0
1683988172319,64.5
1683988172519,108.0
1683988172719,71.4
1683988172919,115.0
1683988173119,64.8
1683988173319,107.0
1683988173519,59.9
1683988173719,123.0
1683988173919,76.1
1683988174119,111.0
1683988174319,56.2
1683988174519,96.0
1683988174719,54.8
1683988174919,94.9
1683988175119,64.1
1683988175319,118.0
1683988175519,51.8
1683988175719,107.0
1683988175919,52.1
1683988176119,49.0
1683988176319,57.6
1683988176519,66.6
1683988176719,63.5
1683988176919,68.7
1683988177119,51.5
1683988177319,90.4
1683988177519,49.7
1683988177719,99.1
1683988177919,128.0
1683988178119,67.6
1683988178319,101.0
1683988178519,40.5
1683988178719,144.0
1683988178919,78.0
1683988179119,68.4
1683988179319,91.7
1683988179519,142.0
1683988179719,91.5
1683988179919,115.0
1683988180119,74.8
1683988180319,114.0
1683988180519,54.6
1683988180719,128.0
1683988180919,84.4
1683988181119,48.9
1683988181319,62.5
1683988181519,71.4
1683988181719,186.0
1683988181919,87.9
1683988182119,128.0
